file,NUM_TREES,N_ceu,N_nea,N_yri,m1,t1,t2,t3,t4
ntree_10_rep_10_simulate_ARG.log,10,10000.085458490943,9999.835328276342,10000.135136456796,0.1137714085425801,9.48036703326832,44.785689347666256,89.29686856663949,283.9864456606205
ntree_10_rep_11_simulate_ARG.log,10,10000.079169426514,10000.014999160092,9999.944575937001,0.09876616388387834,9.429023856397675,46.977096919223854,91.09574007729988,281.62633112235574
ntree_10_rep_12_simulate_ARG.log,10,10000.038583843287,9999.886468017805,9999.937096831276,0.07403170179523334,10.262604493143943,50.22723112361881,97.18415026514427,301.19407659901464
ntree_10_rep_13_simulate_ARG.log,10,9999.972702476696,9999.98177703806,9999.941245557433,0.08881334947907064,8.728953025465504,47.05006398661898,98.71192359586871,296.7559897651794
ntree_10_rep_14_simulate_ARG.log,10,10000.009171110927,9999.888648925782,10000.037650685594,0.10219449439331199,9.230887385629222,43.135161165422076,87.19060425249063,273.3459731042126
ntree_10_rep_15_simulate_ARG.log,10,10000.014184157006,10000.049821205019,9999.913087084851,0.10017112028151971,9.187851264010392,46.36085763886663,98.2555673415844,296.15549947719273
ntree_10_rep_16_simulate_ARG.log,10,9999.99763600128,10000.116478037768,10000.122455003462,0.14270739029338395,9.06374042945141,47.40059215245442,93.95003815541793,295.4880361060545
ntree_10_rep_17_simulate_ARG.log,10,10000.042970149152,10000.05324528701,10000.097832396235,0.12477934641359636,9.349884279700934,48.731191326661744,94.61862426671054,305.4378295161498
ntree_10_rep_18_simulate_ARG.log,10,10000.07858636371,9999.929340614459,9999.965434351492,0.11180186702007308,8.642790700152283,46.47699900963048,97.6273739260701,310.2554843798972
ntree_10_rep_19_simulate_ARG.log,10,9999.92387380144,9999.944444058392,9999.977858933262,0.09288006898012903,8.562430184692937,46.90676634169606,92.49614493156517,325.0498714662246
ntree_10_rep_1_simulate_ARG.log,10,10000.062294950467,9999.979451561376,9999.90170580739,0.10059652744181427,8.99034499349032,43.757894359127846,87.55051358599286,306.1043699578413
ntree_10_rep_20_simulate_ARG.log,10,10000.089555781313,10000.131463074642,10000.282970421727,0.08913260777006156,8.460111863197673,40.91410801025768,83.01500368321214,295.74488235003673
ntree_10_rep_2_simulate_ARG.log,10,10000.001460230667,9999.908522238053,10000.016343082383,0.08819082565832777,9.205962996951607,44.85349726311149,87.78408226330968,258.7854225932685
ntree_10_rep_3_simulate_ARG.log,10,10000.054653473711,10000.003459802014,10000.000161046266,0.10498074676651588,10.779992367947253,47.18970518273924,96.24336680602629,288.7365110871957
ntree_10_rep_4_simulate_ARG.log,10,10000.074319202256,9999.874073369918,10000.0207793081,0.10764065602594391,9.503547820724563,47.35834366516852,96.18612624628494,301.536602887566
ntree_10_rep_5_simulate_ARG.log,10,10000.020150283484,9999.997720928242,9999.947475853027,0.11190012136438907,10.299441465292901,47.22160140420082,94.42769399827188,321.3936417912971
ntree_10_rep_6_simulate_ARG.log,10,10000.049405049464,10000.106308251216,9999.958514418826,0.0847744127284512,8.85106947048168,51.540556554594744,102.09489688699492,281.5338233966205
ntree_10_rep_7_simulate_ARG.log,10,10000.069855991653,9999.991113677195,9999.905403895385,0.10393038876155394,10.858491030012566,46.81709835214564,93.32730815019896,275.7028548665344
ntree_10_rep_8_simulate_ARG.log,10,10000.040241194183,10000.018044367269,9999.894843564365,0.09500714962295623,9.061660509885687,44.62064924830926,90.44894479606175,291.41975351541777
ntree_10_rep_9_simulate_ARG.log,10,10000.076477633012,10000.019376352977,10000.017789885409,0.1254650087119955,8.663427375698683,42.972347122082354,86.65720731270929,290.3222681887054
